gene	name	best_mech	resfam_mech	megares_mech	card_mech	cardisamech
B320-1_scaffold_146_69	PmrE	Phosphoethanolamine Transferase		Phosphoethanolamine Transferase		phosphoethanolamine transferase conferring colistin resistance,pmr phosphoethanolamine transferase,gene altering cell wall charge,determinant of polymyxin resistance
B320-1_scaffold_24111_2	APH(3'')-Ib	Phosphotransferase	Phosphotransferase	Aminoglycoside O-phosphotransferases		aminoglycoside phosphotransferase (APH),APH(3''),determinant of aminoglycoside resistance,antibiotic inactivation enzyme
B320-1_scaffold_685_24	mfd	Quinolone Resistance	Quinolone Resistance			quinolone resistance protein (qnr),antibiotic target protection protein,determinant of antibiotic resistance,determinant of fluoroquinolone resistance
B320-1_scaffold_565_11	CblA-1	Beta-Lactamase-Class A	Beta-Lactamase-Class A	Class A betalactamases		beta-lactamase,class A beta-lactamase,CblA beta-lactamase
B320-1_scaffold_278_21	emrB	Efflux	Efflux	Efflux		subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B320-1_scaffold_31140_1	tet(40)	Efflux	Efflux	Tetracycline resistance ribosomal protection proteins		efflux pump complex or subunit conferring antibiotic resistance,major facilitator superfamily (MFS) antibiotic efflux pump,determinant of antibiotic resistance
B320-1_scaffold_1431_7	AcrF	Efflux	Efflux	Aminoglycoside efflux pumps		subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B320-2_scaffold_439_24	SHV-1	Beta-Lactamase-Class A	Beta-Lactamase-Class A	Class A betalactamases		SHV beta-lactamase,LEN beta-lactamase,OKP beta-lactamase,class A beta-lactamase,SHV-LEN beta-lactamase,beta-lactamase
B320-2_932|phage|1|20346_21493_15	oqxA	Efflux	Efflux			subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B320-2_scaffold_6821_2	emrR	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance,process or component of antibiotic biology or chemistry
B320-2_scaffold_439_4	marA	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		protein(s) and two-component regulatory system modulating antibiotic efflux,protein modulating permeability to antibiotic,determinant of antibiotic resistance,process or component of antibiotic biology or chemistry
B320-2_scaffold_15440_2	ACT-33	Beta-Lactamase-Class C	Beta-Lactamase-Class C	Class C betalactamases		ACT beta-lactamase,class C beta-lactamase,beta-lactamase
B320-2_scaffold_30_12	TolC	Efflux	Efflux	Efflux		subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B320-2_scaffold_1246_16	Klebsiella pneumoniae OmpK37	General Bacterial Porin Conferring Beta-lactam Resistance			General Bacterial Porin Conferring Beta-lactam Resistance	General Bacterial Porin with reduced permeability to beta-lactams,determinant of beta-lactam resistance,protein modulating permeability to antibiotic,determinant of antibiotic resistance,General Bacterial Porin (GBP)
B320-2_scaffold_166_3	mdtP	Efflux	Efflux	Efflux		subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B320-2_scaffold_149_6	emrA	Efflux	Efflux	Efflux		subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B320-2_scaffold_3108_4	sul1	Sulfonamide Resistant Dihydropteroate Synthases		Sulfonamide Resistant Dihydropteroate Synthases		determinant of antibiotic resistance,sulfonamide resistant dihydropteroate synthase,determinant of sulfonamide resistance,sulfonamide resistant sul,antibiotic target replacement protein
B320-2_scaffold_3883_6	mel	Efflux	Efflux	Macrolide resistance efflux pumps		efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance,ATP-binding cassette (ABC) antibiotic efflux pump
B320-2_scaffold_272_35	mdtB	Efflux	Efflux	Efflux		subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B320-2_scaffold_4990_4	vgaC	Efflux	Efflux			efflux pump complex or subunit conferring antibiotic resistance,vga,ATP-binding cassette (ABC) antibiotic efflux pump
B320-2_scaffold_351_27	msbA	Efflux	Efflux			efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance,ATP-binding cassette (ABC) antibiotic efflux pump
B320-2_scaffold_26_115	leuO	Gene Modulating Resistance	Gene Modulating Resistance			protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance,process or component of antibiotic biology or chemistry
B320-2_scaffold_7_152	marA	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		protein(s) and two-component regulatory system modulating antibiotic efflux,protein modulating permeability to antibiotic,determinant of antibiotic resistance,process or component of antibiotic biology or chemistry
B320-2_scaffold_42_31	emrY	Efflux	Efflux	Efflux		subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B320-2_scaffold_2403_1	CfxA2	Beta-Lactamase-Class A	Beta-Lactamase-Class A	Class A betalactamases		beta-lactamase,class A beta-lactamase,CfxA beta-lactamase
B320-2_scaffold_47_49	mdtE	Efflux	Efflux	Efflux		subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B320-2_scaffold_89_9	AcrS	Gene Modulating Resistance	Gene Modulating Resistance	Aminoglycoside efflux regulator		protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance,process or component of antibiotic biology or chemistry
B320-2_scaffold_35_109	Escherichia coli acrA	Efflux	Efflux	Efflux		subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,acrA
B320-2_scaffold_11014_3	Enterobacter cloacae rob	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		rob,protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance
B320-2_scaffold_42_30	emrK	Efflux	Efflux	Efflux		subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B320-2_scaffold_272_32	baeS	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		protein of two-component regulatory system modulating antibiotic efflux,protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance
B320-2_scaffold_166_2	mdtO	Efflux	Efflux	Efflux		subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B320-2_scaffold_4748_2	baeR	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		protein of two-component regulatory system modulating antibiotic efflux,protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance
B320-2_scaffold_232_51	PmrC	Phosphoethanolamine Transferase		Phosphoethanolamine Transferase		phosphoethanolamine transferase conferring colistin resistance,pmr phosphoethanolamine transferase,gene altering cell wall charge,determinant of polymyxin resistance
B320-2_scaffold_67_58	MdfA	Efflux	Efflux	Efflux		efflux pump complex or subunit conferring antibiotic resistance,major facilitator superfamily (MFS) antibiotic efflux pump,determinant of antibiotic resistance
B320-2_scaffold_149_5	emrB	Efflux	Efflux	Efflux		subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B320-2_scaffold_830_7	PmrE	Phosphoethanolamine Transferase		Phosphoethanolamine Transferase		phosphoethanolamine transferase conferring colistin resistance,pmr phosphoethanolamine transferase,gene altering cell wall charge,determinant of polymyxin resistance
B320-2_scaffold_4195_6	vgaC	Efflux	Efflux			efflux pump complex or subunit conferring antibiotic resistance,vga,ATP-binding cassette (ABC) antibiotic efflux pump
B320-2_scaffold_3948_4	vgaC	Efflux	Efflux			efflux pump complex or subunit conferring antibiotic resistance,vga,ATP-binding cassette (ABC) antibiotic efflux pump
B320-2_scaffold_122_20	mdtG	Efflux	Efflux	Efflux		efflux pump complex or subunit conferring antibiotic resistance,major facilitator superfamily (MFS) antibiotic efflux pump,determinant of antibiotic resistance
B320-2_scaffold_2178_5	APH(6)-Id	Phosphotransferase	Phosphotransferase	Aminoglycoside O-phosphotransferases		aminoglycoside phosphotransferase (APH),APH(6),determinant of aminoglycoside resistance,antibiotic inactivation enzyme
B320-2_scaffold_89_7	AcrF	Efflux	Efflux	Aminoglycoside efflux pumps		subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B320-2_scaffold_215_26	cpxA	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		protein of two-component regulatory system modulating antibiotic efflux,protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance
B320-2_scaffold_11519_2	dfrF	Dihydrofolate Reductase		Dihydrofolate Reductase		determinant of diaminopyrimidine resistance,determinant of antibiotic resistance,trimethoprim resistant dihydrofolate reductase dfr,antibiotic target replacement protein,antibiotic resistant dihydrofolate reductase
B320-2_scaffold_1192_1	Escherichia coli CpxR	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		protein of two-component regulatory system modulating antibiotic efflux,protein(s) and two-component regulatory system modulating antibiotic efflux,CpxR
B320-2_scaffold_40_187	H-NS	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance,process or component of antibiotic biology or chemistry
B320-2_scaffold_42_128	arnA	Phosphoethanolamine Transferase		Phosphoethanolamine Transferase		phosphoethanolamine transferase conferring colistin resistance,pmr phosphoethanolamine transferase,gene altering cell wall charge,determinant of polymyxin resistance
B320-2_scaffold_472_20	CRP	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance,process or component of antibiotic biology or chemistry
B320-2_scaffold_272_36	mdtA	Efflux	Efflux	Efflux		subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B320-2_scaffold_8607_1	tetW	Tetracycline Ribosomal Protection	Tetracycline Ribosomal Protection			tetracycline-resistant ribosomal protection protein,determinant of tetracycline resistance,antibiotic target protection protein,determinant of antibiotic resistance
B320-2_scaffold_230_25	patA	Efflux	Efflux			subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B320-2_scaffold_761_20	CRP	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance,process or component of antibiotic biology or chemistry
B320-2_scaffold_47_48	mdtF	Efflux	Efflux	Efflux		subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B320-2_scaffold_360_35	CblA-1	Beta-Lactamase-Class A	Beta-Lactamase-Class A	Class A betalactamases		beta-lactamase,class A beta-lactamase,CblA beta-lactamase
B320-2_scaffold_2178_7	sul2	Sulfonamide Resistant Dihydropteroate Synthases		Sulfonamide Resistant Dihydropteroate Synthases		determinant of antibiotic resistance,sulfonamide resistant dihydropteroate synthase,determinant of sulfonamide resistance,sulfonamide resistant sul,antibiotic target replacement protein
B320-2_scaffold_272_34	mdtC	Efflux	Efflux	Efflux		subunit of efflux pump conferring antibiotic resistance,efflux pump complex or subunit conferring antibiotic resistance,determinant of antibiotic resistance
B320-2_scaffold_272_31	baeR	Gene Modulating Resistance	Gene Modulating Resistance	Gene Modulating Resistance		protein of two-component regulatory system modulating antibiotic efflux,protein(s) and two-component regulatory system modulating antibiotic efflux,determinant of antibiotic resistance
B320-2_scaffold_42_140	Escherichia coli GlpT with mutation conferring resistance to fosfomycin	Fosfomycin Transporter			Fosfomycin Transporter	GlpT,antibiotic resistant gene variant or mutant,determinant of antibiotic resistance,determinant of fosfomycin resistance
